approxkl,clipfrac,explained_variance,ep_len_mean,policy_entropy,fps,true_reward,ep_reward_mean,serial_timesteps,n_updates,time_elapsed,policy_loss,total_timesteps,value_loss
0.00402346,0.044183996,0.9714625813066959,28.13,4.5541544,236136,0.010873941,0.7027200211911031,41750,167,54.7623348236084,-0.0036858357,4175000,0.028760422
0.004177178,0.045051996,0.9695351384580135,28.33,4.54687,235741,0.0031173816,0.7432280201945832,42000,168,55.081342935562134,-0.003052764,4200000,0.030962836
0.0029449828,0.026892,0.9673887342214584,30.15,4.53803,241426,0.004037212,0.9135228954564991,42250,169,55.39923644065857,-0.0034385775,4225000,0.03401803
0.0037650007,0.03864,0.9718835670500994,29.74,4.529237,238389,0.00790021,0.74876492139927,42500,170,55.7218382358551,-0.0035901107,4250000,0.028801128
0.0032071508,0.030612001,0.9690851140767336,30.81,4.5221467,235316,0.0048640943,0.7753421751414453,42750,171,56.04393243789673,-0.0035084325,4275000,0.034102302
0.003905551,0.041352,0.9704503621906042,28.43,4.518357,235423,0.010867614,0.8692226090480107,43000,172,56.36017918586731,-0.0036290989,4300000,0.030482769
0.003062479,0.027463999,0.970792505890131,28.92,4.5138464,230447,0.007908424,1.003115842585612,43250,173,56.68873476982117,-0.0032532446,4325000,0.031758495
0.0037210584,0.039688,0.972303269430995,32.46,4.5091844,242003,0.0045585893,0.7608667524843804,43500,174,57.011130571365356,-0.0038199201,4350000,0.033148095
0.004368318,0.049399994,0.9691463485360146,32.31,4.5038385,243649,0.007059295,0.8567796945004739,43750,175,57.32471776008606,-0.0040402096,4375000,0.035267632
0.0036558681,0.035944004,0.9574267119169235,28.16,4.4964867,241616,0.0064559476,0.8328818580915686,44000,176,57.63951516151428,-0.0038753587,4400000,0.057442736
0.003690709,0.039272003,0.9660979583859444,31.84,4.487635,240584,0.0050671548,0.6903442030766709,44250,177,57.96702790260315,-0.0037818714,4425000,0.03589502
0.0038060625,0.039668,0.9697180204093456,28.57,4.480353,234164,0.005521056,0.7630040417713826,44500,178,58.282103538513184,-0.0034881406,4450000,0.03642299
0.003567892,0.033908,0.9616495631635189,27.58,4.4732146,227602,0.0064350734,0.6368139302943518,44750,179,58.59891128540039,-0.0037353882,4475000,0.046186928
0.0038040236,0.039651997,0.968659058213234,29.55,4.4643083,237892,0.008313069,0.8994586234056761,45000,180,58.92550444602966,-0.003966135,4500000,0.040263545
0.003221599,0.030236,0.9672326669096947,30.14,4.4536114,242230,0.008532719,0.9040468167992515,45250,181,59.2487359046936,-0.0034491874,4525000,0.03760191
0.0038969838,0.039844,0.9685019664466381,37.35,4.446944,231867,0.004397954,1.1776512904993433,45500,182,59.578338861465454,-0.0034840931,4550000,0.042884953
0.0037527406,0.04002,0.968204814940691,30.35,4.442867,242061,0.011079795,1.209126276735201,45750,183,59.90673208236694,-0.0041236477,4575000,0.040876042
0.0038782589,0.040596,0.9677021689713001,28.47,4.437595,227775,0.008174764,1.037101962071174,46000,184,60.22881817817688,-0.0038633347,4600000,0.039531395
0.0037886058,0.03966,0.968162290751934,31.2,4.4293404,227584,0.007935062,1.1820837495033083,46250,185,60.55516195297241,-0.004164193,4625000,0.039756242
0.0045168023,0.049971998,0.9631251022219658,31.35,4.418944,230871,0.0066990736,1.0379646344320281,46500,186,60.882150411605835,-0.0042090374,4650000,0.043339983
0.004354979,0.047268,0.9674204848706722,36.37,4.412994,237742,0.011712103,1.5119255419409001,46750,187,61.210824728012085,-0.0044602123,4675000,0.05017841
0.0038987952,0.043112002,0.9736909680068493,31.81,4.4074106,238906,0.011255666,1.2710077915788316,47000,188,61.5264310836792,-0.0034728895,4700000,0.036554564
0.0037105952,0.037232004,0.9709132146090269,35.4,4.402339,221242,0.010630138,1.2510297577070741,47250,189,61.852633476257324,-0.0041475534,4725000,0.045653876
0.003908106,0.038828,0.9604037739336491,41.36,4.3952265,222418,0.013323006,1.3903767209693343,47500,190,62.18261957168579,-0.0038298708,4750000,0.06165145
0.0037697614,0.04206,0.9753869771957397,35.68,4.3893056,231433,0.01541186,1.4777982194934156,47750,191,62.51545286178589,-0.004093919,4775000,0.04265634
0.0040510953,0.042616002,0.9716644883155823,33.97,4.3851624,255265,0.013002532,1.2128508731238252,48000,192,62.83150935173035,-0.0037918594,4800000,0.04660653
0.0038255088,0.0395,0.9661710150539875,52.15,4.3787537,233254,0.0104764085,1.931595790907486,48250,193,63.14156937599182,-0.0041370085,4825000,0.06653492
0.004416055,0.048423998,0.9651136361062527,44.89,4.37131,242967,0.011580537,2.030547222379696,48500,194,63.4639573097229,-0.0046412544,4850000,0.06456007
0.004258685,0.046384,0.9641350284218788,41.71,4.3632874,235249,0.011086084,1.827598537476224,48750,195,63.77734851837158,-0.0040334,4875000,0.06554985
0.004054931,0.044391997,0.9688364323228598,38.51,4.355422,231618,0.009459228,1.526876869077314,49000,196,64.09919261932373,-0.0041854447,4900000,0.05418151
0.0039317245,0.041164003,0.9638449847698212,39.93,4.3462787,238220,0.012602439,1.441796510633867,49250,197,64.41925311088562,-0.004161846,4925000,0.06607583
0.0049328245,0.057555996,0.9625821225345135,63.07,4.3400016,242900,0.017698608,2.48474142770614,49500,198,64.72877645492554,-0.0037435393,4950000,0.0788265
0.0043130484,0.0478,0.954084150493145,64.89,4.3358774,241886,0.015125251,2.7204859326229918,49750,199,65.04899835586548,-0.0039315773,4975000,0.10119108
0.0042289114,0.044652,0.9525530561804771,51.38,4.3293133,232176,0.009735838,1.9661610298418237,50000,200,65.35806846618652,-0.0046388796,5000000,0.09724195
0.0025705434,0.021992002,0.9484081007540226,66.34,4.3234444,226599,0.013621997,2.315215187566646,50250,201,65.67533254623413,-0.0027575926,5025000,0.12596524
0.00375698,0.041072004,0.9678075835108757,65.82,4.3175583,229655,0.016374249,2.794319662390003,50500,202,65.99650120735168,-0.004102506,5050000,0.08472783
0.0038276084,0.039364003,0.9689263645559549,68.14,4.3131413,238960,0.015099562,3.327908536052655,50750,203,66.30909848213196,-0.0037831129,5075000,0.087072924
0.0037492965,0.038272,0.9689767956733704,68.67,4.305415,244657,0.020063741,3.6845381751591777,51000,204,66.62571263313293,-0.0039104354,5100000,0.09661348
0.0048877625,0.056812,0.9690524730831385,76.15,4.299073,244124,0.016775323,4.12306832818962,51250,205,66.93583488464355,-0.0039680107,5125000,0.10199243
0.00461315,0.051700003,0.9701096713542938,74.45,4.29361,242395,0.018479235,4.080538566069822,51500,206,67.24613618850708,-0.0042897323,5150000,0.10844817
0.004875542,0.057364,0.9733318798244,91.33,4.290787,242193,0.02544708,5.994864132975085,51750,207,67.55781817436218,-0.0041834614,5175000,0.11677571
0.0047896006,0.053740002,0.9715507701039314,78.57,4.2873993,244353,0.022332482,4.546590542188878,52000,208,67.86847686767578,-0.00471875,5200000,0.10613699
0.00496678,0.057544,0.970279922708869,71.56,4.281089,239523,0.021307759,4.385304201695781,52250,209,68.17544102668762,-0.0039990684,5225000,0.10906257
0.0048093623,0.054596,0.9739171154797077,88.09,4.2742476,229470,0.025636893,5.751660962477927,52500,210,68.49144959449768,-0.0033317816,5250000,0.13001329
0.004318074,0.047908,0.9730409700423479,93.86,4.2663946,230161,0.028066397,6.09944685952325,52750,211,68.81315469741821,-0.004795642,5275000,0.1307002
0.004174155,0.04746,0.9775483906269073,96.68,4.259139,236759,0.022899034,6.155176263712583,53000,212,69.13205981254578,-0.004326731,5300000,0.12955432
0.0047642416,0.05618,0.9781488254666328,121.13,4.2538195,227401,0.033765174,8.325610821161117,53250,213,69.4441385269165,-0.0036983802,5325000,0.1406951
0.00514236,0.060516,0.9788183588534594,106.29,4.2476244,234127,0.035755433,7.6435144434362154,53500,214,69.75938773155212,-0.0037255497,5350000,0.13457498
0.00515546,0.059652,0.9758865386247635,117.46,4.241671,234316,0.035370544,8.573948189621296,53750,215,70.07422280311584,-0.0032174885,5375000,0.16615525
0.0037127223,0.038776003,0.9780799578875303,128.53,4.2359023,232742,0.04015798,9.722269341135634,54000,216,70.38197159767151,-0.002699982,5400000,0.16116849
0.004693706,0.054851998,0.9783230163156986,130.46,4.2313843,250106,0.037440788,9.302023934727258,54250,217,70.70014142990112,-0.003319512,5425000,0.16209601
0.0035790806,0.035275996,0.9779490791261196,137.06,4.2264857,232312,0.037916917,10.213474351363583,54500,218,71.00669956207275,-0.0033936147,5450000,0.17870286
0.0049194302,0.055356003,0.9758100472390652,124.53,4.22059,237629,0.036615983,8.790850064007046,54750,219,71.31990456581116,-0.0039051757,5475000,0.18736693
0.0037693263,0.037432004,0.9799379091709852,149.02,4.213418,245663,0.046729706,10.950176785254007,55000,220,71.62671828269958,-0.0034703084,5500000,0.16678837
0.0036982358,0.038516004,0.9794373828917742,148.14,4.2055974,241658,0.04115409,11.095226258740803,55250,221,71.92780804634094,-0.0024758233,5525000,0.18566269
0.0044254595,0.051239997,0.9769533034414053,154.22,4.1995034,242656,0.043309405,11.508043941999931,55500,222,72.23663425445557,-0.0032369238,5550000,0.20921429
0.0048869555,0.057372004,0.9808544982224703,147.44,4.193476,244400,0.042142604,11.102192284060875,55750,223,72.54065179824829,-0.0031530496,5575000,0.18218431
0.0052908473,0.062736,0.980487858876586,156.27,4.1880064,238261,0.041698888,11.36995500193701,56000,224,72.84447073936462,-0.0021805947,5600000,0.19497858
0.0045842966,0.053112,0.9804412890225649,171.16,4.18503,238216,0.049067486,13.043517675731437,56250,225,73.15711712837219,-0.002833188,5625000,0.18917204
0.005046585,0.059735995,0.9797089044004679,170.51,4.1811543,245028,0.047532227,13.194387767722546,56500,226,73.46578288078308,-0.0039909235,5650000,0.2128804
0.005687258,0.067396,0.9780373033136129,162.56,4.176635,251994,0.04631913,12.073953577820648,56750,227,73.77218723297119,-0.0029134452,5675000,0.22529152
0.0042074393,0.046672,0.978349469602108,165.67,4.1719975,233211,0.04951013,12.7258301025712,57000,228,74.076486825943,-0.0034274098,5700000,0.21957783
0.005346409,0.061652005,0.980990819633007,158.66,4.1651797,240837,0.044855025,12.248260514998355,57250,229,74.38073301315308,-0.003977289,5725000,0.21301107
0.0051241396,0.058291994,0.9799553919583559,165.06,4.1560225,246146,0.04803426,12.554208425444886,57500,230,74.68940711021423,-0.0030045018,5750000,0.20886505
0.0056880713,0.06769999,0.9769245348870754,180.02,4.1495867,247691,0.050124224,13.595164045095116,57750,231,74.99268054962158,-0.0017121125,5775000,0.23877028
0.003154138,0.032036,0.9791970308870077,165.36,4.145116,250226,0.046974774,12.777442290683211,58000,232,75.30383253097534,-0.0036887806,5800000,0.23223825
0.004075003,0.044368,0.9771898258477449,178.57,4.141621,247578,0.054497812,14.023153308900218,58250,233,75.60798263549805,-0.0032913398,5825000,0.22862525
0.004935134,0.057191998,0.9778423327952623,172.55,4.1365404,236924,0.050618622,13.275069006864214,58500,234,75.92296171188354,-0.0038738237,5850000,0.23246703
0.0041236156,0.041524,0.9788001850247383,180.78,4.127421,242211,0.056274366,14.678912940763839,58750,235,76.24190711975098,-0.004421458,5875000,0.21518555
0.0036246895,0.036208,0.9768642224371433,185.0,4.114878,244733,0.054026302,14.24018874004204,59000,236,76.54749631881714,-0.00451297,5900000,0.23086151
0.003016287,0.027107999,0.9707845989614725,199.21,4.105118,232927,0.06012428,15.216280720617434,59250,237,76.84952211380005,-0.0035821095,5925000,0.25345543
0.0033070426,0.031192,0.9722771272063255,201.52,4.098933,229226,0.061355796,15.768144505298364,59500,238,77.16192626953125,-0.0034291833,5950000,0.22382899
0.0044870228,0.050876,0.9780779033899307,196.82,4.090911,234767,0.0577053,15.292809389208706,59750,239,77.47567987442017,-0.0039947703,5975000,0.19749206
0.0046192,0.050036002,0.9762963075190783,195.39,4.083834,236056,0.05760417,15.231517052566124,60000,240,77.7808313369751,-0.0037607453,6000000,0.22401583
0.0045932303,0.051952004,0.9753200467675924,193.01,4.0778217,230958,0.055636078,14.530920067934511,60250,241,78.08813500404358,-0.0032128138,6025000,0.23335111
0.0039360933,0.040487997,0.9723655823618174,208.61,4.07302,239170,0.062427286,16.250741635973483,60500,242,78.4012062549591,-0.0028272257,6050000,0.22012432
0.002968058,0.029927999,0.9771501626819372,208.9,4.0694,242561,0.06484234,16.55076059108449,60750,243,78.70862150192261,-0.0036485258,6075000,0.17392886
0.003480083,0.036076,0.97840690985322,210.88,4.0643477,237511,0.06433993,16.771708881338146,61000,244,79.01496958732605,-0.002925865,6100000,0.16437003
0.004058095,0.044532,0.9783545304089785,208.01,4.058924,233523,0.060766764,16.005917692662134,61250,245,79.32116842269897,-0.004190377,6125000,0.17410225
0.003927739,0.041640002,0.9775927159935236,210.27,4.054513,240986,0.06278976,16.659459400342822,61500,246,79.63438010215759,-0.0029205505,6150000,0.17569958
0.0036722566,0.032771997,0.9693599455058575,220.2,4.049833,229864,0.06336071,16.725626897171715,61750,247,79.94403505325317,-0.005801191,6175000,0.22448762
0.0034779422,0.037008,0.9753033276647329,200.46,4.0472913,235271,0.05809348,15.462289874185712,62000,248,80.26109504699707,-0.0052446323,6200000,0.20841333
0.0029432946,0.028936002,0.9757172390818596,214.17,4.044836,245548,0.064587384,16.574867021390126,62250,249,80.56402063369751,-0.004485811,6225000,0.16881512
0.0034531038,0.033995997,0.9769147038459778,220.64,4.037196,224235,0.06483667,16.820521915912867,62500,250,80.8682553768158,-0.0034255409,6250000,0.14209715
0.0036489565,0.036996,0.9721346497535706,222.1,4.0309362,242716,0.06817099,17.5921974584575,62750,251,81.20348811149597,-0.0031976595,6275000,0.15969713
0.0039226757,0.043124,0.9716012682765722,219.29,4.026459,246824,0.06502157,16.882397125064053,63000,252,81.5062427520752,-0.0036805167,6300000,0.18075186
0.0034794584,0.035864003,0.9663770496845245,228.05,4.021531,230611,0.07019288,17.976482270021226,63250,253,81.80553722381592,-0.0052059568,6325000,0.15788098
0.0035449092,0.036624,0.9763459172099829,234.07,4.0123854,239992,0.07242213,18.455761294552286,63500,254,82.12741208076477,-0.004714505,6350000,0.0864896
0.0034286703,0.032308,0.9676503650844097,223.12,4.0038614,233983,0.06586252,16.991033524821706,63750,255,82.43773889541626,-0.004904381,6375000,0.17739287
0.003572933,0.034588,0.9733296241611242,230.9,3.9945216,252055,0.06893519,17.747997517494653,64000,256,82.74383568763733,-0.004997672,6400000,0.12830964
0.0038561642,0.039524,0.9760568365454674,228.04,3.9861805,238170,0.06901604,17.809692162858006,64250,257,83.042653799057,-0.0042240415,6425000,0.11801116
0.0032291997,0.033056,0.9769490472972393,226.1,3.9799352,253567,0.07003321,17.879837681648386,64500,258,83.3486807346344,-0.0045119277,6450000,0.116510466
0.0034547858,0.034116,0.971344580873847,223.47,3.975533,247298,0.07040672,17.896200735911552,64750,259,83.65492296218872,-0.004389814,6475000,0.1451933
0.003437449,0.034792,0.9728287253528833,231.56,3.9714324,248725,0.07007324,17.9001975741957,65000,260,83.95971345901489,-0.005011582,6500000,0.11799578
0.0038969584,0.04148,0.9745098520070314,232.07,3.9650657,234069,0.07174939,18.304393270111778,65250,261,84.26026272773743,-0.004843847,6525000,0.10153867
0.0032561428,0.034408,0.9687153473496437,225.46,3.9614365,236605,0.06357042,16.70460299163542,65500,262,84.57113432884216,-0.0046137734,6550000,0.17867462
0.0035936497,0.036859997,0.9670582450926304,232.58,3.9582717,247770,0.07238935,18.31503414696972,65750,263,84.88385772705078,-0.004731871,6575000,0.11775859
0.003485307,0.034392003,0.9689284898340702,233.09,3.9523149,236624,0.07088401,18.416041346677247,66000,264,85.1854977607727,-0.0049098725,6600000,0.13568908
0.003441587,0.036647998,0.9694731775671244,232.28,3.9470336,235957,0.066995285,17.28328974805301,66250,265,85.49196457862854,-0.004341993,6625000,0.13417664
0.0027308743,0.026131999,0.9663366861641407,234.3,3.9421935,245203,0.072812326,18.298841205753707,66500,266,85.80158495903015,-0.004541969,6650000,0.11242048
0.002835674,0.025816,0.9715167041867971,236.51,3.9351017,227265,0.071386784,18.42162875467835,66750,267,86.10427618026733,-0.005141847,6675000,0.10086727
0.003508396,0.033543997,0.9694366008043289,228.65,3.928149,249080,0.07071507,18.031965414525203,67000,268,86.41970777511597,-0.0046943105,6700000,0.12952796
0.0026174749,0.026256,0.9744361862540245,233.74,3.9254463,231796,0.070498556,18.384830682312167,67250,269,86.7166337966919,-0.0047302325,6725000,0.10323135
0.003906847,0.03972,0.9636252745985985,241.31,3.922362,243202,0.07411212,18.705417715160984,67500,270,87.0337164402008,-0.0054160277,6750000,0.085183136
0.003425689,0.034404002,0.9700494538992643,234.16,3.9178557,251012,0.070040435,17.98293910420736,67750,271,87.33737969398499,-0.004434329,6775000,0.115272
0.0028092111,0.026039999,0.9654667377471924,236.99,3.9162927,236388,0.071058415,18.000894883716537,68000,272,87.63160967826843,-0.0050632264,6800000,0.1103103
0.0030997223,0.03136,0.9674540497362614,236.27,3.913814,244184,0.0715277,18.24934585197163,68250,273,87.9361424446106,-0.0050712964,6825000,0.107452795
0.003428733,0.035828,0.969186270609498,239.58,3.9084847,248656,0.07259574,18.307537270220966,68500,274,88.23989152908325,-0.0054137055,6850000,0.08773802
0.003952608,0.040108,0.9684278257191181,237.95,3.9024632,251158,0.07361975,18.630279044247818,68750,275,88.5371675491333,-0.005174349,6875000,0.08709057
0.0029332812,0.028719997,0.9716791026294231,239.16,3.8921895,247397,0.07079063,18.02751864684025,69000,276,88.8325207233429,-0.0047328556,6900000,0.087184355
0.0031687398,0.03168,0.9758142456412315,229.94,3.8838325,241166,0.068422854,17.649067610464435,69250,277,89.1329505443573,-0.0046401904,6925000,0.107201025
0.003979502,0.041924,0.9629280343651772,240.31,3.8776753,252070,0.07396611,18.602384304663914,69500,278,89.43979334831238,-0.0036823372,6950000,0.09819253
0.0031888806,0.030715998,0.9741020351648331,240.38,3.8705628,247875,0.074086,18.974456860326555,69750,279,89.744069814682,-0.0045549264,6975000,0.0696075
0.0030252342,0.029956002,0.9692623037844896,235.21,3.8649533,262754,0.07385632,18.720314323836586,70000,280,90.04791045188904,-0.005194847,7000000,0.096989945
0.0028999771,0.029504001,0.9627392999827862,242.62,3.859076,248308,0.0729573,18.525815422350153,70250,281,90.33873009681702,-0.0049102185,7025000,0.09645071
0.00266269,0.024428,0.9534832201898098,244.78,3.8508968,244788,0.07570956,18.924033851403873,70500,282,90.64148736000061,-0.004467197,7050000,0.09008611
0.0031894848,0.031331997,0.9646547138690948,242.65,3.8433177,247530,0.075201966,19.031512099050452,70750,283,90.93906927108765,-0.0046793185,7075000,0.08075503
0.0032616176,0.033856,0.9639128036797047,241.79,3.8375268,240920,0.0721081,18.09339735888192,71000,284,91.24278998374939,-0.004831001,7100000,0.096463695
0.0031600941,0.032276,0.9635211527347565,246.88,3.834734,253419,0.07707688,19.43573007077222,71250,285,91.55056071281433,-0.004961401,7125000,0.05469225
0.002416472,0.02186,0.9456056356430054,241.07,3.8324533,256428,0.067193076,17.228537655877165,71500,286,91.85016322135925,-0.004285384,7150000,0.22660068
0.0027129163,0.026736,0.9619176238775253,241.92,3.832829,249383,0.073496334,18.943284712370097,71750,287,92.15012240409851,-0.0053593414,7175000,0.10148901
0.0027249418,0.02304,0.9433706998825073,248.32,3.8362422,241648,0.077004015,19.36450949767462,72000,288,92.44705629348755,-0.005216165,7200000,0.09307939
0.0028910202,0.029291999,0.9691410772502422,243.23,3.8344536,239514,0.07433574,18.80380986443704,72250,289,92.7453875541687,-0.004979896,7225000,0.06766174
0.00245589,0.023828002,0.9577181898057461,242.89,3.826961,247360,0.07384596,18.878933276989443,72500,290,93.04965734481812,-0.004892909,7250000,0.108012415
0.0029875643,0.028892001,0.9590171650052071,245.15,3.8219857,239778,0.07600175,19.18194919566962,72750,291,93.34588193893433,-0.0051332964,7275000,0.06811254
0.0033746785,0.032704003,0.950668428093195,245.45,3.8194153,249991,0.076161586,19.48802004529174,73000,292,93.65864872932434,-0.005468946,7300000,0.09966101
0.0023718295,0.020952,0.9613458774983883,246.36,3.814404,253410,0.07581059,19.12417782339324,73250,293,93.95720529556274,-0.005428632,7325000,0.066785514
0.0020515563,0.017755998,0.9298547506332397,242.52,3.8079028,243779,0.07490041,19.224861819127703,73500,294,94.26117658615112,-0.0046703513,7350000,0.16673753
0.0032917508,0.032116,0.9654409699141979,243.75,3.8028831,251742,0.074589804,18.81687872201801,73750,295,94.56786298751831,-0.0050647007,7375000,0.06623666
0.0025894188,0.023183998,0.9557509385049343,245.72,3.8004558,241047,0.07786507,19.795307905309492,74000,296,94.86489677429199,-0.005329578,7400000,0.0769987
0.0026086841,0.022812,0.959654226899147,244.57,3.796236,241294,0.077167585,19.5610113019673,74250,297,95.16849970817566,-0.0054073543,7425000,0.072156504
0.002550092,0.025007999,0.965736985206604,242.89,3.7885273,233044,0.07495519,18.965999737123287,74500,298,95.46906805038452,-0.0051536905,7450000,0.07021436
0.002857723,0.029424,0.9712897315621376,246.29,3.7779803,241213,0.076208375,19.257228229108108,74750,299,95.77534604072571,-0.0045378343,7475000,0.050531745
0.002095829,0.018356001,0.9590353965759277,247.14,3.7671037,250241,0.07700896,19.287203307907568,75000,300,96.07577204704285,-0.0049451133,7500000,0.05781638
0.0028277435,0.02572,0.954031053930521,244.55,3.7607784,226081,0.07057131,18.153125484948323,75250,301,96.37592673301697,-0.004303274,7525000,0.15125306
0.002285805,0.021072,0.9625754058361053,246.82,3.7580078,226355,0.0773262,19.595637164529503,75500,302,96.6936514377594,-0.0043981434,7550000,0.06314347
0.002385397,0.018928,0.933554545044899,247.95,3.7536125,244783,0.07875124,19.932846409183348,75750,303,97.00700283050537,-0.005076262,7575000,0.08823954
0.0025849706,0.024596,0.9575892202556133,248.12,3.751564,241741,0.07549959,18.971375735812796,76000,304,97.30743169784546,-0.0055219685,7600000,0.0624888
0.0025427514,0.023944,0.9602315425872803,248.23,3.7506175,242011,0.08029182,20.180064560805658,76250,305,97.60950469970703,-0.004579909,7625000,0.04005196
0.002158194,0.019136,0.9622232243418694,246.3,3.7441158,245937,0.0760307,19.308113378344547,76500,306,97.91250085830688,-0.005043225,7650000,0.058381308
0.0028912085,0.028084,0.9578269571065903,245.48,3.7384326,230506,0.07706066,19.6835914259188,76750,307,98.22013521194458,-0.0045347307,7675000,0.07558325
0.0025008435,0.023184,0.9628262184560299,248.49,3.7324872,236571,0.078916766,19.841248797628815,77000,308,98.5300931930542,-0.004801908,7700000,0.037127744
0.0030068133,0.028256003,0.9696587007492781,248.94,3.7232673,245868,0.07773584,19.507770921936427,77250,309,98.83517146110535,-0.0047497884,7725000,0.037451364
0.0019288098,0.016864,0.9684981368482113,246.51,3.7161636,246875,0.07713283,19.42309486156187,77500,310,99.13470578193665,-0.0051094233,7750000,0.045715913
0.0027195434,0.025980001,0.965877827256918,248.41,3.7090473,248452,0.08218353,20.62233981709418,77750,311,99.44072127342224,-0.0045327423,7775000,0.02563583
0.002514073,0.024635999,0.95127959176898,245.74,3.699948,234169,0.07847338,19.588219832155744,78000,312,99.73980188369751,-0.0051990156,7800000,0.050710015
0.0024594746,0.023556,0.96663673594594,248.3,3.695929,245360,0.07891038,19.911793508846824,78250,313,100.04823470115662,-0.004725502,7825000,0.036873616
0.0025228856,0.023804,0.939932856708765,248.22,3.6923802,239380,0.07519046,19.035545507723874,78500,314,100.35154056549072,-0.0045579895,7850000,0.111540474
0.0032223235,0.032508,0.9545269720256329,247.07,3.6899047,245098,0.07853439,19.769349978199916,78750,315,100.65215492248535,-0.0038138512,7875000,0.05402311
0.0028225654,0.028476,0.9629326537251472,248.2,3.6870167,242899,0.076895945,19.254324362171186,79000,316,100.95169138908386,-0.004920185,7900000,0.047290463
0.0020438293,0.017668,0.960827823728323,249.37,3.6838443,239491,0.081475,20.38414657039344,79250,317,101.2528281211853,-0.0046046944,7925000,0.019479867
0.0025529037,0.023016,0.9486346505582333,246.62,3.6812606,220912,0.075951196,19.363089336920858,79500,318,101.56163501739502,-0.0055340556,7950000,0.090053305
0.0026606605,0.02422,0.949187159538269,246.84,3.6801345,228379,0.07876925,20.048552627042184,79750,319,101.87860321998596,-0.0048561553,7975000,0.0697693
0.0027254252,0.024671998,0.9654695019125938,247.73,3.6773543,245572,0.08073114,20.260885648783177,80000,320,102.18488502502441,-0.004541923,8000000,0.034789506
0.002333188,0.020656,0.9713159818202257,248.87,3.672049,258499,0.079389475,19.92053634522908,80250,321,102.4830675125122,-0.005032665,8025000,0.025114562
0.0027745205,0.027532,0.9611074887216091,245.56,3.6640987,243468,0.07702085,19.420713819956745,80500,322,102.77730417251587,-0.005389111,8050000,0.056978215
0.002600885,0.025148,0.9629995077848434,248.71,3.6584263,257653,0.079691194,19.922145883598255,80750,323,103.08217477798462,-0.004898171,8075000,0.03173247
0.002125077,0.019832,0.9559376500546932,247.85,3.655748,220583,0.0777462,19.586995097556677,81000,324,103.37613034248352,-0.0043401583,8100000,0.052158423
0.003366687,0.031935997,0.9580725468695164,246.03,3.652987,237440,0.079584256,20.03947078801386,81250,325,103.6908872127533,-0.0042052665,8125000,0.05044328
0.0029043355,0.027619999,0.9640319161117077,248.21,3.6511855,230403,0.07729433,19.5321620613849,81500,326,103.9978973865509,-0.0045785937,8150000,0.04302185
0.00299867,0.027508,0.966226864606142,248.91,3.646431,233916,0.08107995,20.293783113320625,81750,327,104.31013917922974,-0.004203314,8175000,0.024143584
0.002292517,0.023548,0.9555289633572102,247.97,3.6390526,234903,0.07907751,19.73644702892339,82000,328,104.61321687698364,-0.0051240446,8200000,0.03807304
0.0026074164,0.021592,0.9171068370342255,247.34,3.6364655,237779,0.08219042,20.853218253924734,82250,329,104.92320394515991,-0.004189859,8225000,0.0959946
0.0023680273,0.020852,0.9680638499557972,249.54,3.6375976,245867,0.081174254,20.37007253728365,82500,330,105.22818803787231,-0.004626036,8250000,0.021347826
0.0022566807,0.020548001,0.9335844963788986,245.12,3.6388574,254192,0.07594688,19.492881534494554,82750,331,105.53257036209106,-0.0052369814,8275000,0.13553545
0.0021917862,0.018784001,0.9654055722057819,249.06,3.641169,254734,0.0813078,20.330075228572532,83000,332,105.83332180976868,-0.004376163,8300000,0.021146435
0.002424396,0.023148,0.9684222042560577,250.0,3.6393936,249045,0.08068167,20.170415927548873,83250,333,106.12995553016663,-0.004479655,8325000,0.018069323
0.0024752566,0.023923999,0.9544854946434498,249.34,3.6354694,256687,0.08282165,20.684694711016345,83500,334,106.43053317070007,-0.005003252,8350000,0.015161062
0.0022204688,0.020087998,0.9615435637533665,249.55,3.6298282,251214,0.08049044,20.10931012503257,83750,335,106.73094749450684,-0.005088117,8375000,0.024872888
0.0032075879,0.030032,0.9392183497548103,247.89,3.6246693,241110,0.082096145,20.67715529397723,84000,336,107.03005743026733,-0.005261253,8400000,0.046148606
0.0033312463,0.03218,0.9572965428233147,247.91,3.6237888,242089,0.080159165,20.19634538770377,84250,337,107.33726572990417,-0.005501536,8425000,0.041732065
0.0026115505,0.024435999,0.9701779708266258,249.58,3.6221232,251979,0.08130139,20.331617201331696,84500,338,107.64379906654358,-0.004630389,8450000,0.01775861
0.0021932567,0.020232001,0.9578214138746262,248.96,3.6146476,245002,0.08283483,20.70605649135863,84750,339,107.94648051261902,-0.0050152587,8475000,0.0222311
0.002921979,0.028408,0.9566400870680809,248.46,3.607914,243347,0.08038647,20.232085587091422,85000,340,108.24781060218811,-0.0060199746,8500000,0.04165835
0.0037206144,0.036056,0.9562093131244183,247.93,3.6047719,245302,0.07894963,19.902972623838014,85250,341,108.54627680778503,-0.0061614853,8525000,0.04636971
0.0023525644,0.020684,0.9570372626185417,249.39,3.6000335,252146,0.083226584,20.880965686571145,85500,342,108.84386086463928,-0.004799636,8550000,0.021863524
0.0027544487,0.023924,0.9630065858364105,248.33,3.5949967,261075,0.07883682,19.77132975710992,85750,343,109.14860010147095,-0.0045296857,8575000,0.035012253
