n_updates,fps,policy_loss,approxkl,value_loss,policy_entropy,true_reward,total_timesteps,ep_len_mean,clipfrac,serial_timesteps,time_elapsed,ep_reward_mean,explained_variance
28,243682,-0.0030318305,0.0035212457,0.0431222,5.546068,0.009124521,700000,30.06,0.032608002,7000,9.168176412582397,0.9144367611852795,0.9464050345122814
29,242839,-0.0027636222,0.004682652,0.04641651,5.5398493,0.005806547,725000,25.76,0.051924,7250,9.493041276931763,0.7422724225140155,0.9409941211342812
30,241227,-0.0023287744,0.0031883358,0.040513597,5.536319,0.011420987,750000,29.28,0.026767999,7500,9.8248770236969,0.9617267267528223,0.9483029767870903
31,251694,-0.0022377293,0.0032874972,0.03524434,5.533546,0.010150643,775000,27.97,0.028536003,7750,10.154804944992065,0.8616872362692948,0.9534629508852959
32,236129,-0.0030268575,0.0031604606,0.038544435,5.52914,0.009671537,800000,28.92,0.027616,8000,10.483418703079224,0.9626281902945766,0.9517217501997948
33,241576,-0.0027364797,0.0041202353,0.036312215,5.5262313,0.012073363,825000,27.21,0.042307995,8250,10.81498384475708,0.9570769797598905,0.9578794874250889
34,244280,-0.0027863588,0.0030243369,0.034506995,5.5247183,0.015196972,850000,28.12,0.025584001,8500,11.146088361740112,1.0525995961834997,0.9553833119571209
35,236332,-0.0025586165,0.0041125817,0.036821984,5.5225754,0.011130522,875000,28.16,0.042544,8750,11.479595422744751,1.05611088470876,0.956530574709177
36,237095,-0.0029015418,0.0038559115,0.029613132,5.521331,0.014774007,900000,29.46,0.038044,9000,11.809749841690063,1.1010231859473425,0.9621005989611149
37,237013,-0.002578407,0.0029426632,0.030055955,5.5174603,0.013617435,925000,29.09,0.025736,9250,12.133775472640991,1.0568882762710563,0.9596498347818851
38,237505,-0.0023862652,0.0036350966,0.02952705,5.5118155,0.010997897,950000,28.52,0.034275997,9500,12.470402956008911,1.001320936991251,0.9631851799786091
39,242921,-0.0031606343,0.0034368474,0.02709106,5.50502,0.014543897,975000,28.67,0.033276,9750,12.809934616088867,1.1799599340918212,0.9663270711898804
40,230022,-0.0024367694,0.003642033,0.026929349,5.501542,0.012827671,1000000,26.67,0.035092004,10000,13.138908386230469,1.0038406587012423,0.9677010588347912
41,240392,-0.0027189602,0.003938538,0.028562773,5.4956884,0.016260758,1025000,29.18,0.04168,10250,13.475226163864136,0.8920212307637121,0.9658074118196964
42,230146,-0.002774709,0.003523596,0.030434832,5.4863596,0.015731243,1050000,28.35,0.032296,10500,13.812065601348877,1.0038139843759564,0.9637407325208187
43,244422,-0.0030891814,0.0038109352,0.028350854,5.4782033,0.01567985,1075000,31.72,0.037244,10750,14.147913455963135,1.149638743351825,0.9660558365285397
44,238487,-0.0031518606,0.003988795,0.027196234,5.471856,0.0116948085,1100000,28.6,0.040211998,11000,14.476658344268799,0.860471877037653,0.9679425694048405
45,230969,-0.0026790774,0.0035289763,0.025246536,5.4647946,0.013088964,1125000,31.8,0.031028003,11250,14.811702728271484,1.0640238440105168,0.9692784175276756
46,225666,-0.002356971,0.0030475345,0.023988718,5.457791,0.014662502,1150000,30.92,0.023396002,11500,15.15139102935791,1.030572486147139,0.970626100897789
47,243370,-0.002784561,0.0031548939,0.023844246,5.4471436,0.012225318,1175000,27.12,0.025824,11750,15.490918636322021,0.8703753237409546,0.9718357659876347
48,237826,-0.0022672606,0.0036890171,0.022098666,5.435714,0.014730215,1200000,28.28,0.035888005,12000,15.806931257247925,1.0967022976662701,0.9722196776419878
49,221542,-0.00292894,0.0035324697,0.0223908,5.4236293,0.012194955,1225000,28.45,0.03414,12250,16.143028736114502,0.945594050473519,0.9735159389674664
50,228091,-0.002587317,0.0043276004,0.024386654,5.4148407,0.0150422575,1250000,29.41,0.047228,12500,16.493849754333496,1.2448092410065146,0.9708769600838423
51,232520,-0.0022747922,0.0031453285,0.024320992,5.4075594,0.012901029,1275000,29.07,0.026452001,12750,16.825656414031982,1.0530564832057463,0.9709148406982422
52,225759,-0.0024837577,0.0037322796,0.022619445,5.3987184,0.013642156,1300000,28.44,0.037284,13000,17.158507823944092,1.0997407292046546,0.9731332007795572
53,241772,-0.0024399357,0.0037404331,0.021509672,5.3909097,0.017900474,1325000,29.71,0.037615996,13250,17.486730337142944,1.0473920675689623,0.9733110833913088
54,250409,-0.0020553088,0.004820765,0.022072673,5.3825927,0.015823364,1350000,27.78,0.056008,13500,17.81508779525757,1.230549735514942,0.9749522898346186
55,235356,-0.0018371518,0.004149924,0.021163769,5.3762927,0.015060654,1375000,28.16,0.044015996,13750,18.139820098876953,1.0835377334710392,0.972610529512167
56,239289,-0.0018234586,0.0051767654,0.018811654,5.373878,0.014398231,1400000,30.91,0.06084,14000,18.470213890075684,1.259142185859546,0.9780330639332533
57,246032,-0.0020116032,0.0031331636,0.021131221,5.3721685,0.013803069,1425000,26.94,0.024796,14250,18.796369552612305,1.0816318385980412,0.973918005824089
