n_updates,fps,policy_loss,approxkl,value_loss,policy_entropy,true_reward,total_timesteps,ep_len_mean,clipfrac,serial_timesteps,time_elapsed,ep_reward_mean,explained_variance
58,241983,-0.002602209,0.0035030723,0.016419917,5.3691373,0.01857603,1450000,28.17,0.031715997,14500,19.12602186203003,1.1017502590321238,0.9793139193207026
59,232701,-0.0025298274,0.003525709,0.020944986,5.3640356,0.016762316,1475000,34.6,0.033504,14750,19.452817916870117,1.1585498262905458,0.9745086133480072
60,246646,-0.0033787277,0.0039006837,0.018259393,5.357436,0.019435966,1500000,28.29,0.040748,15000,19.78359627723694,1.1753959467502317,0.9775081276893616
61,241381,-0.0027335188,0.004343872,0.017736364,5.3478966,0.017295163,1525000,32.06,0.046592005,15250,20.110283613204956,1.192273929498333,0.9782233629375696
62,240422,-0.0017764553,0.004941465,0.018141009,5.3395076,0.017670207,1550000,25.87,0.060024,15500,20.43566632270813,1.0313708316937267,0.9771936237812042
63,245481,-0.0027519495,0.003847954,0.020665145,5.3306947,0.015064081,1575000,26.71,0.037956003,15750,20.76262331008911,1.0600258281656716,0.9758611042052507
64,239646,-0.002430852,0.0029124194,0.017568227,5.320243,0.018828383,1600000,28.55,0.023632001,16000,21.084242343902588,1.082595656753724,0.9795501343905926
65,241357,-0.0032024954,0.004132244,0.016470943,5.316502,0.01764563,1625000,28.08,0.044104,16250,21.407480716705322,1.2249093061639724,0.9797374792397022
66,226970,-0.0024449085,0.0033562132,0.017010678,5.311256,0.02058419,1650000,29.14,0.031151999,16500,21.74456548690796,1.1749004540166061,0.9797591716051102
67,231831,-0.0027405005,0.0031071445,0.01780653,5.3039403,0.016403269,1675000,28.88,0.02748,16750,22.075137853622437,1.154493283496937,0.9796045143157244
68,218787,-0.0024522643,0.0036565638,0.017235069,5.3004794,0.016587941,1700000,28.22,0.034704,17000,22.40148901939392,1.0940126668967423,0.9803159739822149
69,211872,-0.0023900243,0.0032614172,0.01547581,5.2962794,0.018566145,1725000,30.08,0.027864,17250,22.75463342666626,1.2822374844898876,0.9815417490899563
70,231366,-0.002555981,0.0035232776,0.015254749,5.2872596,0.01863854,1750000,28.51,0.0324,17500,23.09531593322754,1.1296366074708386,0.9810945652425289
71,231570,-0.0022515059,0.002772952,0.015633555,5.2764306,0.019855939,1775000,28.94,0.021948,17750,23.43177080154419,1.2065805766093762,0.9815028943121433
72,246305,-0.0030049868,0.0040769116,0.014970633,5.2706995,0.01785533,1800000,29.37,0.041539997,18000,23.7640643119812,1.3217225124662946,0.9827410113066435
73,243005,-0.0022909276,0.0044539096,0.014905667,5.265079,0.017821254,1825000,28.66,0.048460007,18250,24.08956480026245,1.1196623399896817,0.9827628880739212
74,222475,-0.0027480754,0.0037322242,0.014530038,5.257493,0.017022207,1850000,29.74,0.035152,18500,24.417913913726807,1.2738145515358337,0.98276655562222
75,237098,-0.0025570022,0.003119665,0.016602296,5.2501593,0.017523447,1875000,30.45,0.024948,18750,24.74838423728943,1.19465159860978,0.980232922360301
76,235027,-0.0027805082,0.0036161535,0.01609303,5.2433186,0.0149966795,1900000,31.56,0.03348,19000,25.076972484588623,1.055171413445387,0.9808529913425446
77,221496,-0.0027628257,0.0041591376,0.014490304,5.2341666,0.019970722,1925000,29.81,0.043135997,19250,25.401636838912964,1.142355479670541,0.9820189271122217
78,231888,-0.0024059732,0.003255418,0.015828058,5.22906,0.01847632,1950000,31.01,0.028380001,19500,25.743818759918213,1.1910247170929507,0.9807663150131702
79,219722,-0.002425884,0.0046469113,0.016941752,5.221507,0.018421791,1975000,27.34,0.051872004,19750,26.078770399093628,1.0785834735315438,0.9797964431345463
80,240726,-0.0016580377,0.005564912,0.014845287,5.212658,0.018279959,2000000,30.5,0.069004,20000,26.415475845336914,1.185445444911111,0.9820992667227983
81,215039,-0.0018974275,0.0041556773,0.0146466615,5.205716,0.02030231,2025000,31.11,0.0456,20250,26.74413228034973,1.2057457004091885,0.9822044633328915
