ep_reward_mean,policy_loss,value_loss,true_reward,approxkl,explained_variance,total_timesteps,serial_timesteps,ep_len_mean,fps,policy_entropy,n_updates,time_elapsed,clipfrac
-21.210323080186427,-0.0010464977,85.07359,-1.1712425,0.0014159383,0.8462922722101212,4275000,42750,40.39,199909,5.7630825,171,61.079673767089844,0.012052
-15.191696182975138,0.00021066933,76.688934,-1.1495293,0.0019331202,0.8605382889509201,4300000,43000,38.85,230356,5.76269,172,61.45114588737488,0.016792001
-18.406090981899762,-0.00082244416,75.54289,-1.1721958,0.0011785841,0.8561348915100098,4325000,43250,36.46,226926,5.7620773,173,61.80209279060364,0.009148
-16.132096722138375,-0.0011434343,84.55689,-1.1613882,0.0013247608,0.8602228313684464,4350000,43500,37.49,221911,5.7613783,174,62.155415058135986,0.010152
-18.20161062889407,-0.0021657818,75.43151,-1.1336826,0.0024425103,0.8516525477170944,4375000,43750,39.07,235753,5.760581,175,62.515453815460205,0.025952
-13.106720434795298,-0.0018689263,66.28497,-1.0469611,0.0017943978,0.86734639108181,4400000,44000,37.15,231133,5.7605443,176,62.86552667617798,0.015248001
-9.044931713258556,-0.001806388,60.863964,-1.0157167,0.0024859603,0.8644924163818359,4425000,44250,32.84,230240,5.759618,177,63.215739011764526,0.023752
-10.840497008571473,-0.0004923964,51.149124,-0.97296906,0.0021608928,0.8716071397066116,4450000,44500,33.76,231660,5.7579336,178,63.574734926223755,0.017428
-9.018242332960234,-0.0017035134,49.268166,-0.9944904,0.0021214809,0.8767899423837662,4475000,44750,25.96,228026,5.7569585,179,63.937124490737915,0.01832
-9.55709870209168,-0.0020264997,50.724663,-0.98146063,0.0021951594,0.8693467974662781,4500000,45000,31.63,227813,5.7566957,180,64.29526019096375,0.018736
-5.559288561987342,-0.0023475925,46.949974,-0.99444157,0.0018341054,0.8771780133247375,4525000,45250,24.86,237834,5.755719,181,64.64685225486755,0.013448
-5.585324971287045,-0.0020993727,42.13833,-0.9244087,0.0017753101,0.8600619286298752,4550000,45500,26.21,233465,5.753927,182,64.9969437122345,0.015984
-6.154535638629167,-0.0018259964,41.172165,-0.804391,0.0015125275,0.8418217450380325,4575000,45750,28.94,217531,5.7531815,183,65.35647630691528,0.009532
-4.176579499248983,-0.0019547574,36.379585,-0.81539804,0.0018045555,0.8399949073791504,4600000,46000,26.04,234549,5.75085,184,65.71435785293579,0.01354
-1.9959626734317863,-0.0018787518,41.433342,-0.84635,0.0019850049,0.8212418556213379,4625000,46250,21.74,226246,5.7473364,185,66.06147456169128,0.014807999
-1.601122988673669,-0.0015789189,34.975567,-0.7745136,0.0017317191,0.8195862770080566,4650000,46500,23.06,224860,5.7453966,186,66.41532349586487,0.01488
-3.196339401123041,-0.0019587693,31.450266,-0.7432573,0.0016976416,0.8037617206573486,4675000,46750,24.69,229307,5.745638,187,66.77585983276367,0.013892001
-1.7811367870514367,-0.001586044,35.144722,-0.7439447,0.0035389073,0.7909267097711563,4700000,47000,20.53,223082,5.7442584,188,67.13453698158264,0.036432005
-2.251622838187832,-0.0007692621,28.761984,-0.71978,0.0017499754,0.7858853042125702,4725000,47250,20.82,217508,5.7439675,189,67.49070715904236,0.011716
-0.7405047631763592,-0.0013953126,26.926676,-0.66104156,0.0016887367,0.6977517604827881,4750000,47500,23.22,227754,5.74179,190,67.85753107070923,0.010307999
0.39714605707769807,-0.0020135867,24.410604,-0.67609787,0.002222018,0.7183996737003326,4775000,47750,21.1,225793,5.742013,191,68.21753334999084,0.017487999
0.8259922628267669,-0.0016760028,23.367222,-0.6609361,0.0025655364,0.727348119020462,4800000,48000,17.31,234513,5.737115,192,68.57491660118103,0.02222
1.0306138393196307,-0.0022466257,20.26973,-0.66779196,0.0034363307,0.7433085739612579,4825000,48250,17.08,228247,5.7270503,193,68.92749047279358,0.036143996
1.2268032790680445,-0.0010228805,22.71608,-0.65217984,0.0056675803,0.7034066915512085,4850000,48500,19.12,220464,5.722947,194,69.27614569664001,0.068671994
1.1638363461446715,-0.0018738268,18.114147,-0.6396686,0.0030136742,0.7093163430690765,4875000,48750,17.58,219785,5.71866,195,69.64311861991882,0.030439999
1.076470892081852,-0.0020014253,14.425731,-0.6307252,0.0031989582,0.7351109683513641,4900000,49000,16.92,227318,5.7136726,196,70.00059247016907,0.033056
0.5482169551395782,-0.001972009,12.328339,-0.61631674,0.004722927,0.7672941386699677,4925000,49250,18.6,240968,5.7147894,197,70.35795497894287,0.055212
0.9929929347630968,-0.0017776573,15.778981,-0.63018763,0.0046373243,0.7620580792427063,4950000,49500,17.49,220456,5.723163,198,70.704758644104,0.052908003
1.0194181609899533,-0.0020582092,11.986082,-0.60593766,0.004568008,0.7630373984575272,4975000,49750,17.55,226989,5.7214537,199,71.06501746177673,0.053395998
1.1257797498296713,-0.0026704688,9.827642,-0.5967449,0.00630908,0.7784283012151718,5000000,50000,19.15,229029,5.714308,200,71.4255359172821,0.080748
0.7980676179548027,-0.0011408218,9.056057,-0.5920889,0.007073237,0.8000167608261108,5025000,50250,18.1,230349,5.713933,201,71.77590012550354,0.0903
1.100841320196705,-0.0021494965,8.987371,-0.5909946,0.008163513,0.7924142777919769,5050000,50500,17.97,236525,5.713767,202,72.12540411949158,0.105808
1.303601559749859,-0.0016686128,7.6615233,-0.57851624,0.0035170256,0.8293907344341278,5075000,50750,19.94,232409,5.723018,203,72.47547650337219,0.034011997
1.2764926009498412,-0.0028017524,6.629265,-0.56451094,0.0046075275,0.8486279845237732,5100000,51000,23.79,241639,5.7349367,204,72.8248918056488,0.053808004
0.9438575970131933,-0.0024091825,6.2827444,-0.55969024,0.0040456383,0.8669905066490173,5125000,51250,22.69,237724,5.7372847,205,73.17475008964539,0.044595998
1.1530290656764555,-0.0033809147,6.474189,-0.5585981,0.0064770207,0.8626467436552048,5150000,51500,21.37,233460,5.7315516,206,73.52487444877625,0.078828
1.1707263990859065,-0.0014511498,5.4959636,-0.56035954,0.005047819,0.8726543188095093,5175000,51750,20.11,238209,5.724281,207,73.87759280204773,0.058736004
1.142332233803245,-4.394292e-05,5.187581,-0.54078764,0.0076467814,0.8857307359576225,5200000,52000,25.13,242204,5.721591,208,74.22726607322693,0.102855995
1.395872900512113,-0.000695201,5.4681683,-0.51126486,0.006349755,0.882319837808609,5225000,52250,33.7,218851,5.7256484,209,74.58632349967957,0.081323996
1.475748680703109,0.00035799257,5.118359,-0.51589817,0.008594443,0.8878569304943085,5250000,52500,30.45,230705,5.7242274,210,74.96158051490784,0.11284401
1.468999701532157,0.0003355705,3.9774303,-0.52105397,0.007872248,0.9120351076126099,5275000,52750,26.53,194944,5.7160554,211,75.3281569480896,0.101972006
1.9252007929592219,-0.0010258269,4.0429897,-0.4893058,0.0043184482,0.9107453674077988,5300000,53000,37.61,233994,5.709262,212,75.70875239372253,0.048492
1.6283040758793503,0.0026286512,3.7438571,-0.47735387,0.010842648,0.9223963543772697,5325000,53250,40.46,237745,5.7042985,213,76.06515884399414,0.128548
2.521716901022155,0.005828089,3.5729034,-0.4503917,0.016648967,0.9245186671614647,5350000,53500,46.71,210708,5.7044973,214,76.41408038139343,0.19343601
2.465617301120351,0.0048565455,3.380099,-0.45937285,0.015127269,0.9297639802098274,5375000,53750,46.62,210155,5.702211,215,76.79384994506836,0.185916
3.0364146326110895,-0.00027268968,3.7368572,-0.4331754,0.006414206,0.9239087402820587,5400000,54000,51.33,224055,5.696621,216,77.1675386428833,0.080288
2.805231466169262,-0.0007276572,3.4312668,-0.44220325,0.005396048,0.9292490109801292,5425000,54250,48.12,212336,5.6926694,217,77.52804565429688,0.064264
3.4375967271221315,-0.0020694882,3.5047653,-0.40808707,0.0033875082,0.9294461458921432,5450000,54500,58.85,236206,5.6888657,218,77.89717411994934,0.032796003
3.465851197085867,-0.0024855013,3.472803,-0.41052118,0.002450427,0.9334602057933807,5475000,54750,58.9,210772,5.681286,219,78.25080609321594,0.020072002
3.7936400757188675,-0.0035639605,4.302163,-0.4035609,0.0033877143,0.9217521622776985,5500000,55000,55.93,234717,5.675542,220,78.62824583053589,0.032696
4.006730339087207,-0.0025361567,4.0687943,-0.39259574,0.003322915,0.9250103682279587,5525000,55250,60.95,199949,5.6643972,221,78.99810099601746,0.032292
3.981613565789944,-0.002253725,3.506311,-0.3807575,0.004056782,0.9345203936100006,5550000,55500,63.85,191923,5.65286,222,79.38713788986206,0.04508
4.164258672289543,-0.0021440235,2.8479648,-0.37906894,0.005791651,0.945316456258297,5575000,55750,60.85,219834,5.6404037,223,79.77711176872253,0.070456
4.5301537505467095,-0.0014810737,2.9043036,-0.37376317,0.0043963706,0.9456855989992619,5600000,56000,62.91,210203,5.6230655,224,80.15572309494019,0.049672
4.399247954769671,-0.003110674,2.6674798,-0.36210266,0.0040265946,0.9501447379589081,5625000,56250,62.54,199745,5.600712,225,80.52463984489441,0.040752
4.531980303609962,-0.0031416342,2.886317,-0.3609933,0.0034030792,0.9461264871060848,5650000,56500,62.85,213572,5.5655203,226,80.90250778198242,0.034455996
4.359180673170849,-0.0032122508,3.283535,-0.36317405,0.0051191836,0.9420886337757111,5675000,56750,61.65,231694,5.5339875,227,81.27934098243713,0.058791995
4.485638697076138,-0.0013565255,3.0958393,-0.35982668,0.004388336,0.9461215622723103,5700000,57000,57.21,235730,5.5197687,228,81.62651824951172,0.046876002
3.9652193809114396,-0.00012944794,4.742064,-0.3651769,0.0058765146,0.9288225024938583,5725000,57250,49.94,229310,5.503422,229,81.97332286834717,0.070708
4.653804484111024,-0.00092644163,3.6073165,-0.34877056,0.0047058705,0.9409967958927155,5750000,57500,56.31,198978,5.4926615,230,82.33205389976501,0.04846
4.4689686775735025,-0.0011188418,6.525935,-0.35333747,0.0043865712,0.910995177924633,5775000,57750,53.98,204726,5.4819856,231,82.70887279510498,0.046116002
3.3738921566158386,-0.001290371,5.8670454,-0.3514192,0.00272464,0.9313736706972122,5800000,58000,51.97,219062,5.473086,232,83.06912016868591,0.02282
2.4918437314012407,-0.0016657889,5.2703905,-0.3473998,0.003480253,0.9389096237719059,5825000,58250,55.9,239238,5.4677925,233,83.42830228805542,0.029315999
4.3151817454683625,-0.0018981261,4.420841,-0.3280967,0.0031134197,0.9399745874106884,5850000,58500,57.19,230947,5.46087,234,83.77281904220581,0.028535997
3.628714922341969,-0.0026839846,2.92183,-0.347136,0.003942196,0.9552215598523617,5875000,58750,45.17,203165,5.452138,235,84.12260842323303,0.044067997
4.148339244636663,-0.0012250416,5.2632265,-0.33578753,0.0045105657,0.9272901192307472,5900000,59000,52.15,231029,5.4398355,236,84.4874415397644,0.051232003
4.5951311419848935,-0.00026516782,5.929288,-0.3264319,0.002738879,0.9340064153075218,5925000,59250,54.56,227281,5.4234495,237,84.83547925949097,0.020756
3.998380826470734,-0.0012877582,4.140822,-0.31864798,0.0031768295,0.9400757178664207,5950000,59500,56.37,212958,5.4117765,238,85.19517374038696,0.028568
3.5902640893639908,-0.0019829867,3.8615806,-0.32516977,0.003415098,0.948591947555542,5975000,59750,49.11,214409,5.4026814,239,85.56275987625122,0.030364001
3.9799461101197084,-0.0016847387,3.7936122,-0.3127499,0.0031663522,0.9507141262292862,6000000,60000,52.51,194351,5.393235,240,85.92002892494202,0.02794
4.098481377691969,-0.0015905695,3.348557,-0.3051444,0.004241465,0.9528871476650238,6025000,60250,57.8,202942,5.3817916,241,86.30579853057861,0.046400003
4.32204246465204,-0.0018410102,4.05142,-0.30045027,0.003193376,0.9473967850208282,6050000,60500,59.98,234884,5.3721895,242,86.69037508964539,0.02906
4.519127915683202,-0.0017002657,3.064218,-0.28573343,0.0039970255,0.9569791778922081,6075000,60750,60.98,201488,5.35925,243,87.03378343582153,0.043448
3.929777497689356,-0.0002517694,4.0026464,-0.28800657,0.007610834,0.950699970126152,6100000,61000,54.34,257462,5.349833,244,87.40072345733643,0.09398399
3.8393051163125347,0.00094198936,3.4484723,-0.30389407,0.0067524435,0.9562251046299934,6125000,61250,51.73,204967,5.3448515,245,87.72134566307068,0.082056
4.701405498409295,-0.0011943589,3.3141778,-0.2811652,0.0044159717,0.9580509141087532,6150000,61500,60.31,177582,5.340501,246,88.10206818580627,0.050312
3.8879632925333136,-0.0024651228,3.7717185,-0.28798243,0.0026863753,0.9520923346281052,6175000,61750,57.24,147166,5.3345847,247,88.49061632156372,0.023664001
3.916743081249224,-0.003308876,3.9622102,-0.28912437,0.0026193815,0.956114899367094,6200000,62000,58.27,200321,5.3272486,248,88.91379404067993,0.021028
5.020713911715993,-0.0018958371,3.6180892,-0.2513212,0.0024354164,0.9535814374685287,6225000,62250,67.03,185657,5.3185773,249,89.29355502128601,0.019208001
4.793480480993444,-0.0030986771,3.444753,-0.25687358,0.0041544223,0.9567084237933159,6250000,62500,66.84,230933,5.3102655,250,89.68987536430359,0.044396
5.217415542285056,-0.002136735,4.4539747,-0.23476768,0.0035345522,0.949311900883913,6275000,62750,74.17,226718,5.295395,251,90.04198837280273,0.034516
4.974990266139635,-0.0020466207,3.5353985,-0.24241075,0.0031797923,0.9577791094779968,6300000,63000,66.96,219327,5.285548,252,90.39562559127808,0.028479999
5.4376764371089665,-0.0019409778,3.6189072,-0.23539236,0.0028984626,0.9567351266741753,6325000,63250,66.92,211665,5.2756624,253,90.75430083274841,0.025864001
5.065437378382849,-0.00092073047,3.6611257,-0.24783063,0.005922008,0.9567757919430733,6350000,63500,70.86,206890,5.267291,254,91.12243056297302,0.07168
4.683584362938168,-0.0027971927,5.542216,-0.20517293,0.004520937,0.9410801976919174,6375000,63750,85.91,228210,5.2608037,255,91.48748207092285,0.048356004
5.404465549651431,-0.0017602941,4.527939,-0.22917317,0.0036159768,0.954492162913084,6400000,64000,68.75,223247,5.256526,256,91.83275389671326,0.034412004
5.650571083414943,-0.0021933806,4.9305935,-0.2137632,0.0029250851,0.950309157371521,6425000,64250,73.73,229184,5.2507887,257,92.18703126907349,0.027128002
4.4601339417911365,-0.0026143424,4.9991074,-0.2227892,0.003520315,0.9509476572275162,6450000,64500,77.21,245269,5.2389016,258,92.53698587417603,0.035408
4.656614104020246,-0.003020491,4.206033,-0.21583402,0.0041237315,0.9534698985517025,6475000,64750,77.63,240182,5.2257566,259,92.87814402580261,0.04276
3.5226843072130576,-0.0036658589,7.4274073,-0.22954635,0.0030767373,0.9437227733433247,6500000,65000,68.15,253130,5.224889,260,93.21472549438477,0.028347999
5.788590739214924,-0.0020564438,6.670971,-0.18938874,0.0026517399,0.9377730078995228,6525000,65250,84.93,244551,5.2270756,261,93.54981350898743,0.022452
5.395720229553771,-0.0029199875,4.884233,-0.16966316,0.003635114,0.9489126242697239,6550000,65500,97.92,241511,5.225973,262,93.88540458679199,0.036311995
2.771396528321966,-0.0032076132,6.3747525,-0.18593253,0.0033242255,0.9407397583127022,6575000,65750,88.25,217022,5.224766,263,94.23579621315002,0.031104002
2.8574784898408323,-0.0034253753,6.707856,-0.17788525,0.0034969687,0.9339074864983559,6600000,66000,93.31,225303,5.221381,264,94.58707070350647,0.033972
4.444507433154213,-0.004311245,5.6327105,-0.18037377,0.0045432574,0.9476606473326683,6625000,66250,95.91,248775,5.217618,265,94.9269802570343,0.050308
5.4282322953305995,-0.0019484997,5.675924,-0.17674027,0.0030318783,0.9451828859746456,6650000,66500,84.15,242356,5.212471,266,95.26630520820618,0.028428
1.7298930636109981,-0.0024128254,9.316225,-0.1877503,0.003259164,0.9322364032268524,6675000,66750,97.34,237018,5.205179,267,95.60616731643677,0.029976001
-0.6346307383453131,-0.0028582718,9.652768,-0.19472432,0.0024802801,0.9383269548416138,6700000,67000,104.68,236867,5.2028413,268,95.94874954223633,0.021896
3.0200393965367223,-0.0030731638,7.5998726,-0.18508379,0.0027011237,0.9355857968330383,6725000,67250,90.22,232490,5.2011123,269,96.28562760353088,0.023899999
1.6194186817337322,-0.0030996033,10.899679,-0.19741188,0.0019624035,0.9277889877557755,6750000,67500,88.79,241044,5.1971793,270,96.62558245658875,0.015296
-0.06089083049506371,-0.0025189628,11.29431,-0.1921759,0.0016140111,0.937413401901722,6775000,67750,99.01,236530,5.19654,271,96.95639204978943,0.011532
3.621915156797022,-0.0025886109,8.542462,-0.19094475,0.0020069487,0.9350769966840744,6800000,68000,88.3,232110,5.198447,272,97.28747248649597,0.016148001
-0.5686809388417532,-0.0022414322,13.6104,-0.1849212,0.0017522562,0.9249766990542412,6825000,68250,108.59,243948,5.198645,273,97.62440848350525,0.013044
-4.5643131339552925,-0.002287334,14.347956,-0.22758043,0.002017184,0.9250655323266983,6850000,68500,96.66,244605,5.2002726,274,97.95539617538452,0.015708
-0.055067205385330456,-0.0026626922,12.139418,-0.17212956,0.0024797346,0.9280753955245018,6875000,68750,114.63,251886,5.200947,275,98.28631687164307,0.022544
2.9236781506724947,-0.0013834148,11.52819,-0.20642202,0.0017834151,0.9259377270936966,6900000,69000,96.47,248559,5.2009473,276,98.61871814727783,0.014504001
0.5891164420491987,-0.0017636142,13.432254,-0.2178624,0.002130505,0.9200416877865791,6925000,69250,91.62,233229,5.1994114,277,98.95572304725647,0.017636
0.5426998079721489,-0.0015162182,11.193281,-0.19545852,0.0027293395,0.92917899787426,6950000,69500,94.96,245634,5.199175,278,99.29393148422241,0.025276
0.806788256603453,-0.0018033687,9.458522,-0.18083254,0.0023814104,0.9267267435789108,6975000,69750,104.65,248277,5.2001624,279,99.63118433952332,0.021015998
-1.687324577672207,-0.0017229175,12.244844,-0.21863635,0.0027006976,0.9246487021446228,7000000,70000,93.05,219245,5.198043,280,99.9739396572113,0.024504
-2.2304333141129065,-0.0021046952,16.674992,-0.25180733,0.0019349477,0.9197867661714554,7025000,70250,96.71,230534,5.1945086,281,100.3317060470581,0.015259999
0.086133275010543,-0.002191157,13.492192,-0.19837773,0.0016291048,0.9236258715391159,7050000,70500,106.37,243159,5.1934414,282,100.67319440841675,0.013151999
-1.3207688071878692,-0.002441033,8.998598,-0.17299308,0.0023985314,0.9414050616323948,7075000,70750,108.03,245786,5.193671,283,101.00599145889282,0.021035999
-6.3244457568499595,-0.0021549738,13.990949,-0.19461653,0.0024906285,0.9283724129199982,7100000,71000,112.36,226252,5.194447,284,101.34654712677002,0.021432001
0.14361870283777534,-0.0011660845,9.1064625,-0.17281094,0.0041818004,0.942373264580965,7125000,71250,91.49,243443,5.1930017,285,101.69578075408936,0.045324
-4.494482545539213,-0.0015262247,12.135713,-0.19806802,0.004248314,0.9359999224543571,7150000,71500,106.69,232941,5.1925173,286,102.02548432350159,0.042444002
2.066446519711244,-0.0027436542,9.649099,-0.16397117,0.0022582528,0.9340882524847984,7175000,71750,109.27,233265,5.193119,287,102.37345957756042,0.018856
-0.8676193643184524,-0.0025520285,11.375358,-0.18785302,0.0024377299,0.9322654157876968,7200000,72000,105.43,246200,5.1922445,288,102.71138215065002,0.019616
-4.193046851944891,0.00055956247,11.556078,-0.20461453,0.0046146563,0.9304007664322853,7225000,72250,102.93,225471,5.1933813,289,103.05100965499878,0.048515998
-1.3172937648042171,0.0009989927,11.830521,-0.20546427,0.004425763,0.9306018948554993,7250000,72500,89.34,239155,5.198369,290,103.41648983955383,0.043316003
-0.9875172826487869,-0.0004338134,11.67619,-0.198305,0.0033324664,0.9370436370372772,7275000,72750,103.08,226129,5.204344,291,103.76116061210632,0.03278
0.4305526987223675,-0.0020782375,7.813521,-0.1614029,0.0025081881,0.9473819956183434,7300000,73000,106.35,237578,5.209476,292,104.10351538658142,0.02192
-0.08278764581660197,-0.001995169,8.922517,-0.20405953,0.002103406,0.9418398812413216,7325000,73250,81.86,244610,5.212473,293,104.43812370300293,0.017836
1.681594216355661,-0.0011977708,7.770829,-0.1642109,0.0031285312,0.939676858484745,7350000,73500,100.29,247650,5.2140307,294,104.77034020423889,0.029719999
2.774425162540865,-0.0018687192,8.229674,-0.17186056,0.0020472123,0.9360675066709518,7375000,73750,106.82,248649,5.2149553,295,105.10012531280518,0.017184
4.799980440083659,-0.0009928526,7.057496,-0.16342615,0.0033942931,0.9402626901865005,7400000,74000,89.51,254721,5.2140055,296,105.43273448944092,0.034900002
3.469626350029612,-0.0015722302,10.252464,-0.17208798,0.0021932635,0.9283793717622757,7425000,74250,103.18,225491,5.2127337,297,105.7759599685669,0.017964
2.8926271768737934,-0.002487348,9.997775,-0.19271138,0.0022765566,0.9418991468846798,7450000,74500,92.39,239409,5.21095,298,106.1261727809906,0.019496001
4.664385719666284,-0.0028646155,7.477954,-0.16241276,0.002069271,0.9376757964491844,7475000,74750,96.0,215515,5.2076654,299,106.46145486831665,0.017464
5.676849963966561,-0.0028285272,5.881897,-0.1496355,0.0042766808,0.9388852380216122,7500000,75000,96.75,224972,5.2011366,300,106.81310987472534,0.047191996
3.1613733289762966,-0.002218509,8.1329565,-0.17255796,0.0031762165,0.9447625800967216,7525000,75250,94.83,233556,5.1989465,301,107.16869401931763,0.029608
1.673942572188207,-0.0028481935,6.7114563,-0.15650387,0.0035485737,0.9463746920228004,7550000,75500,98.96,237475,5.1979,302,107.51022505760193,0.035384003
3.9727278114326725,-0.0020599235,8.40564,-0.17153929,0.0023943265,0.9377529136836529,7575000,75750,91.23,230538,5.196993,303,107.85417819023132,0.020356003
3.4636350849000883,-0.0029408524,6.6308966,-0.15323356,0.0024127744,0.9516801536083221,7600000,76000,105.7,231684,5.196171,304,108.19091367721558,0.019256001
4.545995635451891,-0.003323317,6.52086,-0.15233038,0.0032293163,0.9443690478801727,7625000,76250,101.39,226605,5.191989,305,108.52652263641357,0.027332002
4.08971897091782,-0.0038536931,5.4769998,-0.15402909,0.0042156307,0.947878509759903,7650000,76500,90.56,232162,5.181111,306,108.87540435791016,0.047004003
5.947720769696443,-0.0026374308,6.9726095,-0.1461687,0.004226548,0.9409229420125484,7675000,76750,88.09,239424,5.1722493,307,109.21666216850281,0.042528003
6.934011003699925,-0.0018632906,5.4812226,-0.12135855,0.003289628,0.9437930174171925,7700000,77000,103.91,218020,5.1629953,308,109.54925489425659,0.031040002
5.790882341828983,-0.003956404,6.111966,-0.1321212,0.00414306,0.9418417997658253,7725000,77250,103.9,227849,5.1548886,309,109.90358233451843,0.042675998
6.646304968252716,-0.0021138177,5.773462,-0.113563105,0.004220334,0.9371768534183502,7750000,77500,108.42,241496,5.142005,310,110.24331521987915,0.044575997
4.707296799803048,-0.003307433,6.57284,-0.119041644,0.0036496944,0.9422146826982498,7775000,77750,107.31,239046,5.1293006,311,110.57329154014587,0.036492
5.094180606355894,-0.002216678,6.1779966,-0.11278483,0.004068495,0.9396133609116077,7800000,78000,115.18,245433,5.1210995,312,110.91032576560974,0.044044
3.409734643057436,-0.0020361608,7.3199425,-0.12984167,0.0034792472,0.9434401914477348,7825000,78250,99.21,232779,5.119813,313,111.24681377410889,0.03416
7.590881938018865,-0.0021162145,5.6472425,-0.09842644,0.0037379693,0.9384141080081463,7850000,78500,108.28,243599,5.1230254,314,111.58116388320923,0.03982
4.7812952889408,-0.0023571653,6.239971,-0.111581005,0.0036058794,0.9372724145650864,7875000,78750,106.55,243736,5.1229773,315,111.92142128944397,0.036132
8.833361915090281,-0.0021070763,6.003046,-0.088282235,0.0027934522,0.931962639093399,7900000,79000,127.63,241841,5.1241846,316,112.25540733337402,0.026599998
6.961647637564674,-0.003068204,5.4544115,-0.0998617,0.0035923677,0.9435462951660156,7925000,79250,112.7,240797,5.1189585,317,112.58977460861206,0.034516
6.195123679996886,-0.0028465944,5.67393,-0.10203336,0.0037536968,0.9350094273686409,7950000,79500,105.65,246471,5.1127577,318,112.92599511146545,0.040208004
8.671917252833063,-0.0030005884,5.486699,-0.07579591,0.005174581,0.9393612444400787,7975000,79750,129.87,250949,5.1047835,319,113.25113224983215,0.059588004
6.6020392689925025,-0.0020690667,5.6664343,-0.09169024,0.0040825577,0.9418645799160004,8000000,80000,118.57,254644,5.0972133,320,113.57902717590332,0.04518
7.323924164371711,-0.0021442133,5.3233175,-0.09462623,0.0031854622,0.9385073110461235,8025000,80250,112.43,255998,5.089448,321,113.90512156486511,0.031375997
7.251953221941785,-0.0022820632,5.8599195,-0.08413874,0.0032151504,0.9426108077168465,8050000,80500,119.92,248201,5.081299,322,114.23060369491577,0.029659998
6.166537572165307,-0.004251206,6.1763678,-0.08848768,0.0036570276,0.9425561279058456,8075000,80750,130.9,245945,5.072246,323,114.56123638153076,0.038064
7.291119308285124,-0.0028964584,5.7911305,-0.066006914,0.003665755,0.933589443564415,8100000,81000,137.95,221532,5.0643096,324,114.90978050231934,0.03768
8.645256735616167,-0.0028074312,5.5791106,-0.065231286,0.0038586773,0.933615043759346,8125000,81250,135.18,201473,5.058721,325,115.26714539527893,0.041496
8.175751209649139,-0.0020812433,5.277019,-0.07333285,0.004176234,0.9406780563294888,8150000,81500,126.03,225884,5.0543785,326,115.62037897109985,0.0473
6.147272984621582,-0.003168206,5.76975,-0.08204466,0.0034745396,0.9401054419577122,8175000,81750,121.33,228897,5.051917,327,115.98311924934387,0.032668002
8.782260757109311,-0.0034701806,6.2641172,-0.04232972,0.0050751576,0.9283214882016182,8200000,82000,161.41,240095,5.049872,328,116.32654452323914,0.057148
9.145796885130462,-0.0028258725,6.2731814,-0.06322492,0.004192543,0.9245945066213608,8225000,82250,143.42,239069,5.0482483,329,116.65597414970398,0.044796
7.677723843682397,-0.002000826,5.950721,-0.066659,0.0034279567,0.9332411363720894,8250000,82500,143.24,240763,5.048211,330,116.9906222820282,0.034148
8.735178598161365,-0.002271933,6.4742537,-0.05545959,0.004742683,0.9266655445098877,8275000,82750,146.25,248747,5.0469418,331,117.32205200195312,0.055356003
8.020855113153356,-0.0032704826,5.3567514,-0.069553845,0.0036949865,0.9375721774995327,8300000,83000,133.21,247271,5.0412397,332,117.65471029281616,0.037872
9.88641762466792,-0.0014702097,5.6535196,-0.048583157,0.0060295984,0.9314396753907204,8325000,83250,149.73,226647,5.029481,333,117.99586701393127,0.072684
9.098241754264945,-0.0023916045,5.6346917,-0.041579362,0.0040113614,0.9316766113042831,8350000,83500,166.24,231941,5.0232143,334,118.34186625480652,0.041812003
9.131717834639913,-0.0024602532,5.2501125,-0.045548324,0.003923602,0.9301846399903297,8375000,83750,154.96,227789,5.018447,335,118.68236255645752,0.043476
7.575984742204073,-0.0023903502,5.6051493,-0.05970035,0.0036796518,0.9416352361440659,8400000,84000,147.13,247000,5.013885,336,119.02663397789001,0.037224
9.861838606716265,-0.0026434949,5.9835706,-0.03423795,0.004212385,0.9263339191675186,8425000,84250,164.36,242868,5.0127907,337,119.3530867099762,0.045284
9.160882310093784,-0.0016817764,5.613846,-0.021544972,0.0037417237,0.9346177279949188,8450000,84500,179.53,245690,5.0131817,338,119.68611168861389,0.037708003
10.40418008898797,-0.002360152,5.0081224,-0.020004978,0.00391207,0.9311625584959984,8475000,84750,175.84,258482,5.011277,339,120.01854586601257,0.042816
11.009941604678229,-0.0020076404,5.572654,-0.018108487,0.0029193533,0.9252045154571533,8500000,85000,169.0,235539,5.00995,340,120.37145209312439,0.030004
12.529375609845083,-0.0020970432,5.737126,-0.0034031637,0.002663156,0.9222267717123032,8525000,85250,186.45,229724,5.008126,341,120.72220730781555,0.024784002
10.18700250680944,-0.0015895622,5.034856,0.0008697011,0.0016615285,0.929560162127018,8550000,85500,198.08,249136,5.0087447,342,121.06078767776489,0.010604
12.555152447780115,-0.0017286846,5.92105,-0.012845024,0.002359045,0.9230702072381973,8575000,85750,173.75,213494,5.006469,343,121.40243339538574,0.021544
12.9819062220868,-0.0024421576,5.1700826,-0.0025095565,0.0032791416,0.9234245494008064,8600000,86000,181.75,203701,5.0041604,344,121.77936100959778,0.03484
11.780440521650998,-0.0020267968,5.599381,-0.009245479,0.0023859744,0.9174719750881195,8625000,86250,175.52,205367,5.000634,345,122.16007041931152,0.020224001
