time_elapsed,clipfrac,policy_loss,n_updates,ep_len_mean,value_loss,approxkl,explained_variance,policy_entropy,serial_timesteps,true_reward,ep_reward_mean,total_timesteps,fps
27.88419771194458,0.021160001,-0.0022827755,83,49.59,8.063707,0.0023960213,0.898717001080513,5.6879086,20750,-0.51038784,-0.3308885702951738,2075000,204096
28.212528228759766,0.011283999,-0.0019560647,84,48.26,10.020597,0.0016939177,0.8751016110181808,5.6844254,21000,-0.50817484,-0.6432345127029475,2100000,192018
28.546650409698486,0.022124002,-0.0010911684,85,42.53,8.396046,0.0024145544,0.8961825966835022,5.6819696,21250,-0.5276013,-0.06991012496735494,2125000,206865
28.866340398788452,0.015187999,-0.0013922879,86,47.91,15.544983,0.001902652,0.8229911476373672,5.6798925,21500,-0.4819235,-0.23263011785387788,2150000,199589
29.19139051437378,0.027068,-0.0019542084,87,49.35,13.710798,0.002801565,0.8384774029254913,5.6775703,21750,-0.50194776,-0.46065777921939116,2175000,187822
29.52544617652893,0.013088,-0.0013837129,88,54.82,19.978308,0.0018824905,0.7854139357805252,5.671977,22000,-0.46286154,-0.43954463935609966,2200000,198096
29.85686755180359,0.030372,-0.002061824,89,47.42,13.400095,0.0032089215,0.8345446139574051,5.665591,22250,-0.49944335,-0.18873060223788343,2225000,191547
30.19623899459839,0.018436,-0.0023659759,90,50.74,16.02743,0.0022307003,0.805118516087532,5.6617746,22500,-0.4965942,-2.5043555415369974,2250000,203388
30.522563934326172,0.005272,-0.0014570997,91,53.56,17.55444,0.0011232027,0.8065877109766006,5.657136,22750,-0.4812058,-2.0193252390206364,2275000,202114
30.843650579452515,0.017592,-0.0011823976,92,51.88,12.298719,0.0022603057,0.8515108525753021,5.6538167,23000,-0.49449134,-1.3676789041048232,2300000,202197
31.166893243789673,0.01214,-0.0017009892,93,42.41,13.434336,0.001546669,0.8440127223730087,5.6509633,23250,-0.5041531,-0.1707736012707028,2325000,200098
31.49377942085266,0.015159999,-0.0020940714,94,49.35,14.642441,0.0018226905,0.8378530591726303,5.648598,23500,-0.4894792,-0.664526293008821,2350000,198763
31.822095155715942,0.02412,-0.0022773286,95,50.23,18.127874,0.0026703612,0.810378909111023,5.6477823,23750,-0.47529733,-2.153264747740932,2375000,198635
32.1515097618103,0.016036,-0.0013828576,96,50.7,11.130529,0.0020822813,0.862199142575264,5.645897,24000,-0.4910416,-0.3029828196911984,2400000,196536
32.48002076148987,0.022400001,-0.0021528276,97,52.32,11.457102,0.0024589547,0.8595577478408813,5.643911,24250,-0.48533136,-0.9989979556425896,2425000,196164
32.80586218833923,0.024232,-0.0020174782,98,54.1,9.418742,0.0027196677,0.8817376643419266,5.642215,24500,-0.49012965,-0.774608240643347,2450000,201325
33.13314151763916,0.016216,-0.002044697,99,51.47,11.240025,0.0021597252,0.8703530877828598,5.639833,24750,-0.48826844,-1.2289947584447782,2475000,201696
33.45825695991516,0.025632,-0.0023689321,100,45.8,13.298103,0.002696754,0.8524050414562225,5.6345763,25000,-0.48618317,-0.3190176633212832,2500000,198266
33.7872519493103,0.028876001,-0.0025464185,101,51.14,11.657186,0.0029163973,0.8644911050796509,5.6269436,25250,-0.4866892,-1.3468344130857803,2525000,204009
34.112767457962036,0.015368,-0.0014017742,102,49.93,19.66566,0.0020569128,0.7995415329933167,5.6188803,25500,-0.45999286,-1.5075686460795987,2550000,198876
34.444005489349365,0.015252,-0.002440483,103,55.32,15.604604,0.0019338827,0.8248541951179504,5.613174,25750,-0.4803287,-2.389623696316812,2575000,199155
34.78030323982239,0.0213,-0.0019379796,104,60.22,14.779572,0.0024887063,0.8262127339839935,5.6039305,26000,-0.44275543,-1.6221186306875643,2600000,197095
35.10843777656555,0.014404001,-0.0018441103,105,53.19,11.355204,0.0019253589,0.8539532870054245,5.5967455,26250,-0.47371086,-0.7586772603993359,2625000,177757
35.45758867263794,0.019559998,-0.0023241332,106,52.16,17.654888,0.0024149478,0.7996366322040558,5.59183,26500,-0.45259762,-0.7616930641954969,2650000,187336
35.794326066970825,0.022208,-0.0022937055,107,56.89,16.72492,0.0024691473,0.8143664598464966,5.5856647,26750,-0.4454481,-1.8339854472048251,2675000,203344
36.11585712432861,0.018596001,-0.0021296379,108,51.02,23.779835,0.0023468714,0.7777440100908279,5.5781183,27000,-0.46326625,-2.3405199581487524,2700000,188091
36.448511600494385,0.028896,-0.00212071,109,54.6,22.489563,0.0029075244,0.7719916552305222,5.5736923,27250,-0.43450004,-1.4623539094100124,2725000,200870
36.77775549888611,0.015496001,-0.0018443868,110,57.97,16.36134,0.0019809469,0.8239891529083252,5.56933,27500,-0.44638413,-1.7145441433570068,2750000,201403
37.10465621948242,0.019428002,-0.0023031419,111,60.12,13.412796,0.0023410646,0.839158907532692,5.5621367,27750,-0.45956406,-2.278884184899616,2775000,189152
37.43973898887634,0.01744,-0.002877437,112,58.21,13.769241,0.002250693,0.8403226882219315,5.556009,28000,-0.43779632,-2.4229935402088745,2800000,197051
37.76751399040222,0.0279,-0.0018391495,113,55.76,29.253113,0.002905575,0.7572802752256393,5.5516844,28250,-0.42018878,-2.885674788136703,2825000,199405
38.10196042060852,0.024807999,-0.001366958,114,50.96,17.020771,0.0026771806,0.8282912373542786,5.5487056,28500,-0.44833228,-0.8846588687902045,2850000,196825
38.429603815078735,0.01736,-0.0030245476,115,58.88,33.77279,0.0021901429,0.7390100359916687,5.5424376,28750,-0.42831582,-9.367427031656188,2875000,196999
38.76139521598816,0.022684,-0.0021305396,116,46.78,18.769007,0.0024941452,0.8060554713010788,5.5375185,29000,-0.46810347,-0.9222438620469166,2900000,188358
39.10283422470093,0.039823998,-0.0029016612,117,59.93,21.474918,0.003829977,0.7914722114801407,5.53629,29250,-0.44400755,-5.793517266204362,2925000,193794
39.428404569625854,0.018648,-0.0022949316,118,61.09,27.231705,0.002100152,0.7884530574083328,5.535519,29500,-0.4334134,-6.273322296811448,2950000,195175
39.75857853889465,0.019856,-0.0031857248,119,58.72,22.792843,0.0022274102,0.7972015291452408,5.536016,29750,-0.44235265,-6.762127655080239,2975000,203507
40.08336281776428,0.017280001,-0.0023809117,120,67.35,18.878849,0.002197805,0.8217135518789291,5.533281,30000,-0.43251494,-5.074784878958664,3000000,196184
40.40615439414978,0.027252,-0.0038787432,121,71.35,18.465977,0.0030324333,0.8216664642095566,5.528693,30250,-0.4158925,-6.610506132958253,3025000,207018
40.72668480873108,0.031027999,-0.0023917865,122,62.9,23.834112,0.0033335171,0.791996955871582,5.5248675,30500,-0.41519043,-5.627982000246739,3050000,200953
41.050161838531494,0.016512001,-0.0021194261,123,62.98,23.948397,0.0020175346,0.8005043566226959,5.523698,30750,-0.4259407,-6.5972809232750524,3075000,197748
41.3748517036438,0.032300003,-0.0023747731,124,54.44,23.638325,0.0031435464,0.7772585451602936,5.5243745,31000,-0.42057866,-2.6497213766133974,3100000,205947
41.695444107055664,0.029624,-0.0031027913,125,66.43,29.146158,0.0030182456,0.773891344666481,5.5245595,31250,-0.4149491,-7.915523633838165,3125000,205649
42.019591331481934,0.043023996,-0.002469087,126,63.35,32.218033,0.0039546327,0.7527994960546494,5.5250106,31500,-0.37704727,-3.032553421665034,3150000,198234
42.3416850566864,0.02148,-0.0023511718,127,74.15,47.336864,0.002499431,0.6987062394618988,5.52524,31750,-0.36008313,-9.537970946174418,3175000,204910
42.65731334686279,0.028808001,-0.0021572977,128,66.48,34.96566,0.0030843052,0.7479034662246704,5.522125,32000,-0.37819856,-5.662331272153569,3200000,201864
42.97365736961365,0.016927999,-0.0017433247,129,62.05,41.65101,0.0021260479,0.7339311242103577,5.5185122,32250,-0.35728863,-3.100848858249992,3225000,198803
43.30174374580383,0.020536002,-0.0021155826,130,61.08,32.720016,0.0023491532,0.7525402456521988,5.514036,32500,-0.40523034,-4.325427290328953,3250000,198419
43.62399077415466,0.016104002,-0.001778871,131,70.52,40.686844,0.0020837423,0.7538236975669861,5.506776,32750,-0.38424784,-9.69504770981085,3275000,195008
43.94735383987427,0.031884,-0.0027545441,132,61.68,32.2037,0.0031303198,0.7688179016113281,5.5018044,33000,-0.4036487,-7.189526052163228,3300000,205795
44.26620268821716,0.027652001,-0.0018440867,133,74.82,42.987526,0.0029242984,0.7381253838539124,5.497111,33250,-0.35600367,-10.45835777929259,3325000,199485
